Date of Sale,Sku,Serial # (IMEI),Device Model,Warranty Sku,Contract ID,Customer Name,Ship To,Administrator Email,Address,Address 2,City,State,Zipcode,Administrator Phone,Store Location,,,,,,,,,,,,,,,,,
12/31/2015,100053,358371067351810,iphone 6,ACP6ST12FA0-WX,,Buddys,308,manager308@buddyrents.com,2004 W Walnut St. Suite 101,,Rogers,AR,72756,,,,,,,,,,,,,,,,,,,
12/31/2015,100064,354388068356352,iphone 6+,ACP6PT12FA0-WX,,Buddys,308,manager308@buddyrents.com,2004 W Walnut St. Suite 101,,Rogers,AR,72756,,,,,,,,,,,,,,,,,,,
12/31/2015,100064,354454062298055,iphone 6+,ACP6PT12FA0-WX,,Buddys,308,manager308@buddyrents.com,2004 W Walnut St. Suite 101,,Rogers,AR,72756,,,,,,,,,,,,,,,,,,,
1/4/2016,200001,353411067874463,Galaxy S5,SMPS5T12FA0-WX,,Flexi,420,service@scs-lp.com,2124 N. Arizona Ave,,Chandler,AZ,85225,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483063929897,Note 4,SMPNT4T12FA0-WX,,Flexi,420,service@scs-lp.com,2124 N. Arizona Ave,,Chandler,AZ,85225,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483064824352,Note 4,SMPNT4T12FA0-WX,,Flexi,430,service@scs-lp.com,1101 W. 70th St,,Shreveport,LA,71106,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483064872468,Note 4,SMPNT4T12FA0-WX,,Flexi,430,service@scs-lp.com,1101 W. 70th St,,Shreveport,LA,71106,,,,,,,,,,,,,,,,,,,
1/4/2016,200001,353411067834194,Galaxy S5,SMPS5T12FA0-WX,,Flexi,228,service@scs-lp.com,2921 Boca Chica BLVD,,Brownsville,TX,78521,,,,,,,,,,,,,,,,,,,
1/4/2016,200002,353502060782685,Galaxy S5,SMPS5T12FA0-WX,,Flexi,228,service@scs-lp.com,2921 Boca Chica BLVD,,Brownsville,TX,78521,,,,,,,,,,,,,,,,,,,
1/4/2016,200002,353411063434742,Galaxy S5,SMPS5T12FA0-WX,,Flexi,228,service@scs-lp.com,2921 Boca Chica BLVD,,Brownsville,TX,78521,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483064426638,Note 4,SMPNT4T12FA0-WX,,Flexi,228,service@scs-lp.com,2921 Boca Chica BLVD,,Brownsville,TX,78521,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483064431570,Note 4,SMPNT4T12FA0-WX,,Flexi,228,service@scs-lp.com,2921 Boca Chica BLVD,,Brownsville,TX,78521,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483063890677,Note 4,SMPNT4T12FA0-WX,,Flexi,228,service@scs-lp.com,2921 Boca Chica BLVD,,Brownsville,TX,78521,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483064776503,Note 4,SMPNT4T12FA0-WX,,Flexi,228,service@scs-lp.com,2921 Boca Chica BLVD,,Brownsville,TX,78521,,,,,,,,,,,,,,,,,,,
1/4/2016,200002,353502063565202,Galaxy S5,SMPS5T12FA0-WX,,Flexi,71,service@scs-lp.com,2314 S. Zapata Hwy,,Laredo,TX,78046,,,,,,,,,,,,,,,,,,,
1/4/2016,200002,353502061005698,Galaxy S5,SMPS5T12FA0-WX,,Flexi,71,service@scs-lp.com,2314 S. Zapata Hwy,,Laredo,TX,78046,,,,,,,,,,,,,,,,,,,
1/4/2016,200002,353502066392703,Galaxy S5,SMPS5T12FA0-WX,,Flexi,71,service@scs-lp.com,2314 S. Zapata Hwy,,Laredo,TX,78046,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483064680119,Note 4,SMPNT4T12FA0-WX,,Flexi,71,service@scs-lp.com,2314 S. Zapata Hwy,,Laredo,TX,78046,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483063237275,Note 4,SMPNT4T12FA0-WX,,Flexi,71,service@scs-lp.com,2314 S. Zapata Hwy,,Laredo,TX,78046,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483064430952,Note 4,SMPNT4T12FA0-WX,,Flexi,71,service@scs-lp.com,2314 S. Zapata Hwy,,Laredo,TX,78046,,,,,,,,,,,,,,,,,,,
1/4/2016,220002,353501062929336,S5 Active,SMPS5T12FA0-WX,,Flexi,312,service@scs-lp.com,3827 Midland Blvd,,Fort Smith,AR,72904,,,,,,,,,,,,,,,,,,,
1/4/2016,220002,353501063577373,S5 Active,SMPS5T12FA0-WX,,Flexi,312,service@scs-lp.com,3827 Midland Blvd,,Fort Smith,AR,72904,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483061614061,Note 4,SMPNT4T12FA0-WX,,Flexi,229,service@scs-lp.com,3000 N 23rd St.,,McAllen,TX,78501,,,,,,,,,,,,,,,,,,,
1/4/2016,200026,354483064290752,Note 4,SMPNT4T12FA0-WX,,Flexi,229,service@scs-lp.com,3000 N 23rd St.,,McAllen,TX,78501,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483064454887,Note 4,SMPNT4T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483064537574,Note 4,SMPNT4T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483065068785,Note 4,SMPNT4T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483065066250,Note 4,SMPNT4T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483064432982,Note 4,SMPNT4T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483063122352,Note 4,SMPNT4T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483064743404,Note 4,SMPNT4T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483064976129,Note 4,SMPNT4T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483064138720,Note 4,SMPNT4T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483064843600,Note 4,SMPNT4T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/6/2016,200026,354483064572969,Note 4,SMPNT4T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/6/2016,200001,353411061252294,Galaxy S5,SMPS5T12FA0-WX,,Flexi,229,service@scs-lp.com,3000 N 23rd St.,,McAllen,TX,78501,,,,,,,,,,,,,,,,,,,
1/6/2016,200001,354691061343131,Galaxy S5,SMPS5T12FA0-WX,,Flexi,229,service@scs-lp.com,3000 N 23rd St.,,McAllen,TX,78501,,,,,,,,,,,,,,,,,,,
1/6/2016,200001,353411064903570,Galaxy S5,SMPS5T12FA0-WX,,Flexi,229,service@scs-lp.com,3000 N 23rd St.,,McAllen,TX,78501,,,,,,,,,,,,,,,,,,,
1/6/2016,200001,353502061577902,Galaxy S5,SMPS5T12FA0-WX,,Flexi,229,service@scs-lp.com,3000 N 23rd St.,,McAllen,TX,78501,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,353411064143102,Galaxy S5,SMPS5T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,353411061251767,Galaxy S5,SMPS5T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,354891064223138,Galaxy S5,SMPS5T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,354691068310927,Galaxy S5,SMPS5T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,354691069154605,Galaxy S5,SMPS5T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/8/2016,220002,353501062668132,S5 Active,SMPS5T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/8/2016,220002,353501060776143,S5 Active,SMPS5T12FA0-WX,,Flexi,400,service@scs-lp.com,238 SW Military Dr Ste 109,,San Antonio,TX,78221,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,353502067340792,Galaxy S5,SMPS5T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,354691069174355,Galaxy S5,SMPS5T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,353411063078366,Galaxy S5,SMPS5T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,353502061992101,Galaxy S5,SMPS5T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,353411062857141,Galaxy S5,SMPS5T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
1/8/2016,200001,354691068978723,Galaxy S5,SMPS5T12FA0-WX,,Flexi,402,service@scs-lp.com,"509 S. Expressway 83, Ste D",,Harlingen,TX,78550,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
